2388,159
2388,159
298,160
298,160
2410,161
2410,161
249,162
249,162
2455,163
2455,163
2495,164
2495,164
2995,165
2995,165
255,166
255,166
2565,167
2565,167
2585,168
2585,168
2585,169
2585,169
2595,170
2595,170
260,171
260,171
2680,172
2680,172
2660,173
2660,173
2880,174
2880,174
270,175
270,175
2790,176
2790,176
2890,177
2890,177
2880,178
2880,178
2960,179
2960,179
300,180
300,180
3088,181
3088,181
3185,182
3185,182
3385,183
3385,183
398,184
398,184
3420,185
3420,185
33,186
33,186
3585,187
3585,187
3585,188
3585,188
3655,189
3655,189
3898,190
3898,190
3730,191
3730,191
3785,192
3785,192
3788,193
3788,193
3790,194
3790,194
370,195
370,195
3780,196
3780,196
3740,197
3740,197
3770,198
3770,198
3898,199
3898,199
3845,200
3845,200
3940,201
3940,201
9888,202
9888,202
4025,203
4025,203
4100,204
4100,204
4180,205
4180,205
4180,206
4180,206
4245,207
4245,207
4298,208
4298,208
4290,209
4290,209
4310,210
4310,210
4390,211
4390,211
435,212
435,212
4425,213
4425,213
498,214
498,214
4510,215
4510,215
4580,216
4580,216
4688,217
4688,217
4615,218
4615,218
4615,219
4615,219
4615,220
4615,220
4635,221
4635,221
4635,222
4635,222
4888,223
4888,223
4700,224
4700,224
4790,225
4790,225
4888,226
4888,226
4885,227
4885,227
4975,228
4975,228
9878,229
9878,229
5070,230
5070,230
5170,231
5170,231
5289,232
5289,232
5265,233
5265,233
5335,234
5335,234
5395,235
5395,235
595,236
595,236
5445,237
5445,237
5988,238
5988,238
5588,239
5588,239
5565,240
5565,240
5690,241
5690,241
5848,242
5848,242
5715,243
5715,243
5808,244
5808,244
5800,245
5800,245
5900,246
5900,246
0,247
0,247
6000,248
6000,248
6100,249
6100,249
6190,250
6190,250
688,251
688,251
6265,252
6265,252
685,253
685,253
6345,254
6345,254
6345,255
6345,255
638,256
638,256
6988,257
6988,257
6435,258
6435,258
6495,259
6495,259
6998,260
6998,260
6550,261
6550,261
6600,262
6600,262
6688,263
6688,263
6645,264
6645,264
6685,265
6685,265
6885,266
6885,266
6715,267
6715,267
6750,268
6750,268
6788,269
6788,269
6785,270
6785,270
6810,271
6810,271
688,272
688,272
825,273
825,273
840,274
840,274
6890,275
6890,275
6850,276
6850,276
6850,277
6850,277
6850,278
6850,278
6850,279
6850,279
830,280
830,280
6830,281
6830,281
6830,282
6830,282
6830,283
6830,283
6830,284
6830,284
6830,285
6830,285
830,286
830,286
830,287
830,287
6830,288
6830,288
6870,289
6870,289
6870,290
6870,290
6870,291
6870,291
6870,292
6870,292
6870,293
6870,293
6870,294
6870,294
6910,295
6910,295
6900,296
6900,296
6900,297
6900,297
6900,298
6900,298
6900,299
6900,299
6910,300
6910,300
6910,301
6910,301
6900,302
6900,302
6908,303
6908,303
895,304
895,304
895,305
895,305
6895,306
6895,306
6895,307
6895,307
895,308
895,308
6898,309
6898,309
6790,310
6790,310
6575,311
6575,311
6578,312
6578,312
6510,313
6510,313
6970,314
6970,314
6498,315
6498,315
6445,316
6445,316
6498,317
6498,317
6498,318
6498,318
6445,319
6445,319
6490,320
6490,320
6990,321
6990,321
6550,322
6550,322
6610,323
6610,323
6698,324
6698,324
6655,325
6655,325
6695,326
6695,326
6895,327
6895,327
6735,328
6735,328
6790,329
6790,329
6898,330
6898,330
6835,331
6835,331
6865,332
6865,332
6888,333
6888,333
6900,334
6900,334
6990,335
6990,335
6988,336
6988,336
6965,337
6965,337
6960,338
6960,338
6988,339
6988,339
6935,340
6935,340
6905,341
6905,341
6885,342
6885,342
6885,343
6885,343
6865,344
6865,344
6888,345
6888,345
6820,346
6820,346
6725,347
6725,347
6988,348
6988,348
6460,349
6460,349
5895,350
5895,350
5898,351
5898,351
980,352
980,352
3940,353
3940,353
288,354
288,354
2805,355
2805,355
1715,356
1715,356
848,357
848,357
840,358
840,358
310,359
310,359
878,360
878,360
7,361
7,361
10,362
10,362
10,363
10,363
0,364
0,364
0,365
0,365
0,366
0,366
0,367
0,367
0,368
0,368
0,369
0,369
0,370
0,370
0,371
0,371
0,372
0,372
0,373
0,373
0,374
0,374
0,375
0,375
0,376
0,376
0,377
0,377
0,378
0,378
0,379
0,379
0,380
0,380
0,381
0,381
0,382
0,382
0,383
0,383
0,384
0,384
0,385
0,385
0,386
0,386
0,387
0,387
0,388
0,388
0,389
0,389
0,390
0,390
0,0
0,0
0,0
0,0
0,1
0,1
0,2
0,2
0,3
0,3
0,4
0,4
0,5
0,5
0,6
0,6
0,7
0,7
0,8
0,8
0,9
0,9
0,10
0,10
0,11
0,11
0,12
0,12
0,13
0,13
0,14
0,14
0,15
0,15
0,16
0,16
0,17
0,17
0,0
0,0
0,0
0,0
0,1
0,1
0,2
0,2
0,3
0,3
0,4
0,4
0,5
0,5
0,6
0,6
0,7
0,7
0,8
0,8
0,9
0,9
0,10
0,10
0,11
0,11
0,12
0,12
0,13
0,13
0,14
0,14
0,15
0,15
0,16
0,16
0,17
0,17
0,18
0,18
0,19
0,19
0,20
0,20
0,21
0,21
0,22
0,22
0,23
0,23
0,24
0,24
0,25
0,25
0,26
0,26
0,27
0,27
0,28
0,28
0,29
0,29
0,30
0,30
0,31
0,31
0,32
0,32
0,33
0,33
0,34
0,34
0,35
0,35
0,36
0,36
0,37
0,37
0,38
0,38
0,39
0,39
0,0
0,0
0,0
0,0
0,1
0,1
0,2
0,2
0,3
0,3
0,4
0,4
0,5
0,5
0,6
0,6
0,7
0,7
0,8
0,8
0,9
0,9
0,10
0,10
0,11
0,11
0,12
0,12
0,13
0,13
0,14
0,14
0,15
0,15
0,16
0,16
0,17
0,17
0,18
0,18
0,19
0,19
0,20
0,20
0,21
0,21
0,22
0,22
0,23
0,23
0,24
0,24
0,25
0,25
0,26
0,26
0,27
0,27
0,28
0,28
0,29
0,29
0,30
0,30
0,31
0,31
0,32
0,32
0,33
0,33
0,34
0,34
0,35
0,35
0,36
0,36
0,37
0,37
0,38
0,38
0,39
0,39
0,40
0,40
0,41
0,41
0,42
0,42
0,43
0,43
0,44
0,44
0,45
0,45
0,46
0,46
0,47
0,47
0,48
0,48
0,49
0,49
0,50
0,50
0,51
0,51
0,52
0,52
0,53
0,53
0,54
0,54
0,55
0,55
0,56
0,56
0,57
0,57
0,58
0,58
0,59
0,59
0,60
0,60
0,61
0,61
0,62
0,62
0,63
0,63
0,64
0,64
0,65
0,65
0,66
0,66
0,67
0,67
0,68
0,68
0,69
0,69
0,70
0,70
0,71
0,71
0,72
0,72
0,73
0,73
0,74
0,74
0,75
0,75
0,76
0,76
0,77
0,77
0,78
0,78
0,79
0,79
0,80
0,80
0,81
0,81
0,82
0,82
0,83
0,83
0,84
0,84
0,85
0,85
0,86
0,86
0,87
0,87
0,88
0,88
0,89
0,89
0,90
0,90
0,91
0,91
0,92
0,92
0,93
0,93
0,94
0,94
0,95
0,95
0,96
0,96
0,97
0,97
0,98
0,98
0,99
0,99
0,100
0,100
0,101
0,101
0,102
0,102
0,103
0,103
0,104
0,104
0,105
0,105
0,106
0,106
0,107
0,107
0,108
0,108
0,109
0,109
0,110
0,110
0,111
0,111
0,112
0,112
0,113
0,113
0,114
0,114
0,115
0,115
0,116
0,116
0,117
0,117
0,118
0,118
0,119
0,119
0,120
0,120
0,121
0,121
0,122
0,122
0,123
0,123
0,124
0,124
0,125
0,125
0,126
0,126
0,127
0,127
0,128
0,128
0,129
0,129
0,130
0,130
0,131
0,131
0,132
0,132
0,133
0,133
0,134
0,134
0,135
0,135
0,136
0,136
0,137
0,137
0,138
0,138
0,139
0,139
0,140
0,140
0,141
0,141
0,142
0,142
0,143
0,143
0,144
0,144
0,145
0,145
0,146
0,146
0,147
0,147
0,148
0,148
0,149
0,149
0,150
0,150
0,0
0,0
0,0
0,0
0,1
0,1
0,2
0,2
0,3
0,3
0,4
0,4
0,5
0,5
0,6
0,6
0,7
0,7
0,8
0,8
0,9
0,9
0,10
0,10
0,11
0,11
0,12
0,12
0,13
0,13
0,14
0,14
0,15
0,15
0,16
0,16
0,17
0,17
0,18
0,18
0,19
0,19
0,20
0,20
0,21
0,21
0,22
0,22
0,23
0,23
0,24
0,24
0,25
0,25
0,26
0,26
0,27
0,27
0,28
0,28
0,29
0,29
0,30
0,30
0,31
0,31
0,32
0,32
0,33
0,33
0,34
0,34
0,35
0,35
0,36
0,36
0,37
0,37
0,38
0,38
0,39
0,39
0,40
0,40
0,41
0,41
100,42
100,42
180,43
180,43
198,44
198,44
175,45
175,45
205,46
205,46
20,47
20,47
240,48
240,48
280,49
280,49
80,50
80,50
320,51
320,51
390,52
390,52
380,53
380,53
0,0
0,0
0,0
0,0
0,1
0,1
0,2
0,2
0,3
0,3
0,4
0,4
0,5
0,5
0,6
0,6
0,7
0,7
